State Score,Education Score,Geography Score,Age (normalized),Career Advancement Opportunity Score,Job Satisfaction Score,Health and Wellness Program Quality Score,Job Demand Score,Work Experience (normalized),Company Size (normalized)
-0.4984511635170964,-0.8547688299341984,-1.391965200956299,-2.811930534302328,-0.0105560899747137,-1.145179305324838,,1.1755616408643623,-1.0172017504970103,-0.5497
0.5469875760875882,0.556143975606469,-1.1349679203557963,-0.495889278674922,1.1022054826180605,1.2246035023791666,-1.1546291771604351,0.1804263721285476,0.071080479036684,0.8540
-0.6788463283289723,,-0.6198993857872469,-0.1760975528101417,0.4135249091490019,2.03145435741527,0.6483062506395186,0.0595647156103035,0.0594383889289565,-0.2552
0.6262495660395715,-1.5520941119746696,-0.7395041613146427,-0.3057125308972626,-0.9799189393007686,-1.3496355555655402,0.3491346098941931,,-0.0935663535591719,0.1648
0.3928212353977708,0.96203277666694,-0.1144148179061928,0.5145944175200027,-0.0143357120210293,-0.5021669038189724,-1.42699522642932,-0.4704452253065944,0.2988605456186454,1.4253
0.3654906067112288,-0.0250845013438957,-2.001771035282013,1.0755465918513518,0.1096062024323699,0.2729523025814473,-1.3526021327644824,-0.852113851122456,0.4779849811416543,1.4669
-0.3573271604870131,-1.5568454031607826,-0.8504374728258176,,0.3894911157933758,0.854145648545629,-0.1985439040232297,-0.0306346776173374,-0.0625268915631037,0.0771
-0.5776432334649036,0.0760608543405809,-0.8157350886424062,1.4498079140390616,0.9422235027662068,-0.3905451987920783,0.0832409753201393,0.362328981533541,1.8255386918496423,-1.2197
-2.23266293440212,0.1622604540778537,0.8446498065623149,-2.009041225432282,-0.8127092742363023,-1.1725328753221618,0.9992071224433566,-0.1224690141949716,1.0403229275487258,0.1850
-0.7723981361581054,0.7012083912278786,-1.878064945936244,-1.442554193737906,-0.6027405750165098,0.3883899885948373,1.15352128858788,0.2140129347656912,,N/A 
0.2090881037731489,0.616529108868892,1.1157919091134012,-0.0121516967593806,-0.6658956843285577,-0.4405253723029234,1.1139829618421215,0.6334394199185337,-2.335651843862413,-1.4090
-0.0973132308878083,1.2519387871630825,-0.628585150796513,-0.6259811652702991,0.8646992255501832,0.0043138204391923,-1.0909101824300782,1.0336700193067545,-0.3809989259235579,1.3435
0.0481549536519524,-0.0886948183495211,-0.5835401830884459,0.2391826771560724,0.3558409749371303,1.0801505654615458,-0.393863170402053,-0.5464977804227372,-0.5954525590890424,-0.6640
-0.9180695191380656,1.1185599869501806,-0.316139942476727,0.7060197447470097,1.3497985450119674,-0.4833539172404554,1.5701790356965457,-0.9568079523854576,0.6894275125500071,-0.4417
-1.7088850844026575,0.084735828330923,-1.094935986304464,2.206561866039534,0.0711853704398664,-0.6407329431134003,-1.5463850064170817,0.5691462432017582,0.9386680926903428,-0.0267
0.38699569271427,2.19115082069743,2.01019087925276,-0.8400646965173699,-0.5096356352659577,2.3968997694042757,0.4342277243414673,-0.9528641415841832,-1.5170229458992166,1.6599
0.1326792643514795,0.7899349806675996,0.4323958609571292,-1.3234630223637374,0.083304753453608,-0.9415602804846968,1.4477484301343555,0.3567466542426923,-0.1585698313594723,0.6170
-0.5796874459824022,-1.1396507477121147,0.5289967465370781,-0.0375166680780626,1.091102209928508,0.9338774855332108,,0.0726067434747101,-0.3270096322272774,1.1658
1.7287561376055116,-0.5089684018025672,-1.355999034884667,-0.1833512862495093,0.6059028931251373,0.5583669913869411,-0.8467850847621307,0.8783271190493693,0.3724102625937663,-0.6148
1.5727830318909857,-0.6326990960739014,-1.5038260554389185,,0.6146766161649327,-1.1741398291593586,-1.4209742324517451,0.2988324742270175,-1.7134535696630655,-1.2148
-0.7683209295944589,-1.0447265802215535,-0.0184837521688681,-1.5284010056595785,1.6499116917339287,-0.953002225222944,-0.0229224619268978,0.1180535294599518,0.0606282131730676,-0.0586
0.8439611920885812,-1.5558726934387044,-0.1384095757389871,-0.0113285954299243,2.3282217513118866,-1.6739982652248382,2.0551193105206265,-1.714720572817629,0.0522840313877161,1.0614
0.0419516890937521,-1.0397317839332458,0.7615460811737638,0.0015148844566584,0.295679397705466,-1.6962425623467985,1.043167969627856,-1.367004212138851,2.830119416123314,-0.6799
-0.1286192771730181,1.2762419779595504,0.570638576659345,-1.1058202551443626,-0.9234514413669076,1.141262262205766,-0.2732525679432156,0.7529621658728879,0.9111215074167972,-0.2834
-0.0678734793792043,2.1434365933068538,0.3277348361623241,-0.2493387742442751,0.318962870061833,,-1.6081572801602984,-0.0674791343928714,0.6847022512744229,1.5479
0.753971538212971,0.6055144004774345,0.6320565706621901,0.6937678519173159,0.1839525150288699,0.2569313420085716,-1.3056689120879512,1.4608593225397513,0.4006005926061872,0.2265
2.158328885122979,0.6627693270402222,0.688694238766147,2.5700927489980243,0.3453151244942423,-0.7403135433268859,-0.1324117188237351,3.142284866130276,-0.777036004257169,N/A 
0.061046712757877,0.0844929070846913,-0.6617812412973414,-0.4106936075477672,-1.6347335350356598,1.2622021558567011,0.4243256988246588,-0.2036758367525035,-1.9311094044041504,-0.8658
0.6527629806144772,-0.0547455323294323,-0.651490844804025,-0.1710287169772359,-0.5898392456468694,0.0694816710792276,1.8714009949728447,0.569975869276106,-0.5313486421335918,-0.9069
-0.6304310230488428,-0.8744418001439227,1.199309209304115,0.2298030019503606,2.287148929619806,-0.6683471440218763,1.0103293291751505,0.213272922932217,-0.6839647256425432,-1.2342
-1.2136152900100272,0.0745817427085926,1.8363227686844452,-0.1001355229542176,-1.070044755797088,1.3169072435066629,-1.47011710396559,-0.3835373466696483,-0.0480794540398417,-1.2021
0.3935582265045722,-0.8580565743142635,0.4595189543416235,-0.3544671699029399,-1.897548111058984,0.0404839386258485,1.924662263268477,-0.6688965584132355,1.2711362018782009,-0.5470
